0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.014484,0.014484,0.107,0.107,0.18525,0.18525,0.11005,0.11005,0.082852,0.082852,0.052302,0.052302,0.038869,0.038869,0.023657,0.023657,0.0061477,0.0061477,0.00057933,0.00057933
0.32268,0.32268,0.43269,0.43269,0.53086,0.53086,0.55966,0.55966,0.53437,0.53437,0.3139,0.3139,0.32988,0.32988,0.32021,0.32021,0.38887,0.38887,0.43694,0.43694,0.57453,0.57453,0.44629,0.44629
0.91245,0.91245,1.0394,1.0394,1.0272,1.0272,0.89915,0.89915,0.77886,0.77886,0.5504,0.5504,0.53228,0.53228,0.54238,0.54238,0.64523,0.64523,0.77988,0.77988,1.0691,1.0691,0.99065,0.99065
1.2711,1.2711,1.3691,1.3691,1.2808,1.2808,1.0869,1.0869,0.96778,0.96778,0.72817,0.72817,0.68038,0.68038,0.74633,0.74633,0.8488,0.8488,1.0036,1.0036,1.2603,1.2603,1.3457,1.3457
1.3344,1.3344,1.3835,1.3835,1.2747,1.2747,1.1113,1.1113,1.0127,1.0127,0.76736,0.76736,0.74107,0.74107,0.84602,0.84602,0.94089,0.94089,1.1348,1.1348,1.3743,1.3743,1.3829,1.3829
1.2323,1.2323,1.3084,1.3084,1.2193,1.2193,1.0879,1.0879,1.0173,1.0173,0.83826,0.83826,0.75151,0.75151,0.85369,0.85369,1.0456,1.0456,1.1306,1.1306,1.2549,1.2549,1.2313,1.2313
0.9974,0.9974,1.0254,1.0254,1.0815,1.0815,1.0216,1.0216,1.016,1.016,0.85664,0.85664,0.78065,0.78065,0.89806,0.89806,0.94715,0.94715,0.93933,0.93933,1.0473,1.0473,0.99749,0.99749
0.77708,0.77708,0.88991,0.88991,0.91981,0.91981,0.94092,0.94092,0.88743,0.88743,0.74719,0.74719,0.70918,0.70918,0.77602,0.77602,0.81822,0.81822,0.79147,0.79147,0.81654,0.81654,0.74308,0.74308
0.56472,0.56472,0.67884,0.67884,0.75585,0.75585,0.75742,0.75742,0.77539,0.77539,0.61641,0.61641,0.57416,0.57416,0.65604,0.65604,0.64277,0.64277,0.59152,0.59152,0.55415,0.55415,0.51949,0.51949
0.21265,0.21265,0.43102,0.43102,0.54021,0.54021,0.55983,0.55983,0.52707,0.52707,0.47136,0.47136,0.45715,0.45715,0.4679,0.4679,0.47097,0.47097,0.34346,0.34346,0.19872,0.19872,0.13948,0.13948
0,0,0,0,0,0,0.084096,0.084096,0.17806,0.17806,0.17762,0.17762,0.17599,0.17599,0.11253,0.11253,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
